hand_id,date,position,vpip,pfr,3bet,invested,collected,showdown_cards,winner
258108713585,2025-10-13T13:27:38.000000,1,false,false,false,0.0,0.0,,false
258108715361,2025-10-13T13:27:55.000000,4,false,false,false,0.0,0.0,,false
258108722088,2025-10-13T13:28:58.000000,2,false,false,false,0.0,0.0,,false
258108723883,2025-10-13T13:29:15.000000,5,false,false,false,0.0,0.0,,false
258108724306,2025-10-13T13:29:19.000000,3,false,false,false,0.0,0.0,,false
258108723567,2025-10-13T13:29:13.000000,6,true,true,false,0.25,0.52,JAo,true
258108730190,2025-10-13T13:30:14.000000,1,true,true,false,0.1,0.25,,true
258108729533,2025-10-13T13:30:07.000000,1,true,true,false,2.5,4.99,,true
258108732904,2025-10-13T13:30:39.000000,2,true,false,false,1.16,2.39,AA,true
258108734814,2025-10-13T13:30:57.000000,6,false,false,false,0.0,0.0,,false
258108745543,2025-10-13T13:32:35.000000,6,false,false,false,0.0,0.0,,false
258108748675,2025-10-13T13:33:04.000000,1,false,false,false,0.0,0.0,,false
258108748024,2025-10-13T13:32:58.000000,3,false,false,false,0.0,0.0,,false
258108752956,2025-10-13T13:33:43.000000,5,false,false,false,0.0,0.0,,false
258108755269,2025-10-13T13:34:05.000000,2,true,true,false,0.1,0.2,,true
258108757584,2025-10-13T13:34:26.000000,5,true,true,false,0.1,0.25,,true
258108759191,2025-10-13T13:34:41.000000,3,false,false,false,0.0,0.0,,false
258108778613,2025-10-13T13:37:40.000000,3,false,false,false,0.0,0.0,,false
258108783761,2025-10-13T13:38:26.000000,2,false,false,false,0.0,0.0,,false
258108787925,2025-10-13T13:39:05.000000,5,true,true,false,0.25,0.0,,false
258108793457,2025-10-13T13:39:56.000000,1,false,false,false,0.0,0.0,,false
258108797175,2025-10-13T13:40:29.000000,4,false,false,false,0.0,0.0,,false
258108797480,2025-10-13T13:40:32.000000,3,true,false,false,0.2,0.0,,false
258108806696,2025-10-13T13:41:55.000000,2,false,false,false,0.0,0.0,,false
258108809624,2025-10-13T13:42:22.000000,1,true,false,false,2.0300000000000002,4.0,,true
258108812387,2025-10-13T13:42:47.000000,4,false,false,false,0.0,0.0,,false
258108814472,2025-10-13T13:43:06.000000,6,false,false,false,0.0,0.0,,false
258108818573,2025-10-13T13:43:43.000000,1,false,false,false,0.0,0.0,,false
258108821617,2025-10-13T13:44:10.000000,4,false,false,false,0.0,0.0,,false
258108835260,2025-10-13T13:46:12.000000,5,false,false,false,0.0,0.0,,false
258108834594,2025-10-13T13:46:07.000000,2,true,true,true,2.3,0.0,,false
258108852381,2025-10-13T13:48:43.000000,3,false,false,false,0.0,0.0,,false
258108870028,2025-10-13T13:51:19.000000,1,false,false,false,0.0,0.0,,false
258108874377,2025-10-13T13:51:57.000000,6,false,false,false,0.0,0.0,,false
258108885069,2025-10-13T13:53:30.000000,3,false,false,false,0.0,0.0,,false
258108886922,2025-10-13T13:53:47.000000,5,false,false,false,0.0,0.0,,false
258108901042,2025-10-13T13:56:01.000000,5,false,false,false,0.0,0.0,,false
258108901916,2025-10-13T13:56:11.000000,1,false,false,false,0.0,0.0,,false
258108903358,2025-10-13T13:56:28.000000,4,false,false,false,0.0,0.0,,false
258108904529,2025-10-13T13:56:41.000000,6,false,false,false,0.0,0.0,,false
